blood_pixels,blood_coverage,int_mean,int_std,int_min,int_max,int_median,int_p10,int_p90,int_cv,int_entropy,mist_frac_pixels,dark_core_frac_pixels,total_stains,mean_area,median_area,std_area,max_area,stains_per_Mpx,dominant_ratio,top3_ratio,frac_small,frac_large,num_passive_like,frac_passive_like,dist_mean_norm,dist_std_norm,dist_mean_intw,dist_std_intw,r50_norm,r90_norm,radial_density_slope,outer_pixel_frac,outer_inner_density_ratio,mean_aspect_small,mean_aspect_large,frac_elongated_small,frac_elongated_all,elong_orientation_std_deg,elong_outer_frac,nn_mean_norm,nn_std_norm,mean_R,mean_G,mean_B,mean_S,mean_V,mean_Rdom,path,label
621307.0,0.013289420773442848,168.57020568847656,51.04191207885742,12.0,237.0,186.0,87.0,219.0,0.3027931986414693,0.9153468590859222,0.3007772325114637,0.3079508198040582,14313.0,43.408579612939285,13.0,938.7932510178534,107678.0,306.1473305954825,0.17330884731702684,0.23038047213374385,0.3384335918395864,0.25124013134912315,1254.0,0.08761265981974428,0.05485937181394509,0.029971169419472924,0.05475344602128572,0.030374392365849347,0.0506631484965115,0.09230473078613488,-34.744985625174536,0.1673794114664731,0.011083532738107625,0.9108927453878111,0.6223455127156206,0.04438480594549959,0.22860336756794522,25.88222072639365,0.25142857142857145,0.00198830741634925,0.004143119421272473,196.46146269074708,158.6467559515666,146.47958899545634,75.61935725816706,196.46146269074708,135.3487583432989,C:\BPA\data\Gunshot\GS - 120.jpg,gunshot
261862.0,0.005601086584531143,166.3179473876953,58.293556213378906,14.0,247.0,189.0,74.0,227.0,0.3504946806913092,0.94007116647814,0.30197584987512505,0.3104230472538971,31486.0,8.313599695102585,5.0,51.459309356892476,8206.0,673.4685147159479,0.0313490881029332,0.04240493272514727,0.7836498761354252,1.0,26739.0,0.8492345804484532,0.1603841011316144,0.1297970894098217,0.18776791414102953,0.13277202821851722,0.09264627251856589,0.364216357858042,-10.615498842573398,0.42774056564144475,0.05217712182547141,1.0,0.9272068625760538,0.0,0.09940926125897225,19.962762310676986,0.05026074000496648,0.005158455550125057,0.0033804542031789044,204.95289503631685,149.24433480230044,152.88993439292452,87.1486049904148,204.95289503631685,137.77923104535978,C:\BPA\data\Gunshot\GS - 121.jpg,gunshot
1049166.0,0.02244109342915811,148.9774627685547,40.93385314941406,13.0,235.0,160.0,82.0,186.0,0.274765404873634,0.86914566241238,0.30110678386451717,0.31188772796678504,149163.0,7.03001414559911,5.0,9.639660166190607,1096.0,3190.5159137577,0.0010451851865979794,0.0029886955974434922,0.6827497435691157,0.31683460375562306,116870.0,0.7835052928675341,0.23911043891669326,0.1181568259804537,0.2411606577448436,0.11019305026174432,0.25117459063866,0.3926233280617857,-7.211741639428938,0.6556140782297558,0.25922982800499855,1.0,0.6599250831729828,0.0,0.15318812306000817,19.35404436615542,0.14111060042618978,0.005505388533063785,0.002927082342413073,184.01540556975732,132.81269884841865,140.30852886959738,82.17163823455964,184.01540556975732,142.64646967210146,C:\BPA\data\Gunshot\GS - 122.jpg,gunshot
222026.0,0.004749016084873375,172.98582458496094,53.299102783203125,15.0,247.0,193.0,90.0,229.0,0.30811254392069015,0.9286229270232165,0.30145568537018186,0.3114905461522524,26733.0,8.300078554595444,5.0,33.85999169392988,3152.0,571.8044147843942,0.014205492910774001,0.03276006597982748,0.7791867729024052,1.0,22643.0,0.8470055736355815,0.15646229147139387,0.12939692995248112,0.18009016118893123,0.13317188171200822,0.08665325959647086,0.3638542352507228,-10.940340608415111,0.415113545260465,0.04899695087299418,1.0,0.925347052561396,0.0,0.10283170613099914,19.941553026295516,0.0453409714181242,0.005168767887860953,0.00350146721831109,209.58541792402693,156.79817679010566,160.33655067424536,79.03110896921982,209.58541792402693,138.1902592489168,C:\BPA\data\Gunshot\GS - 123.jpg,gunshot
684117.0,0.014617884615384616,148.30406188964844,50.80547332763672,17.0,247.0,147.0,79.0,219.0,0.34257640915367615,0.9546478165227568,0.30003347380638107,0.30247896193195023,16375.0,41.77813740458015,14.0,234.39640163108186,24901.0,349.8931623931624,0.036398744659173796,0.053351985113657456,0.3637251908396947,0.2549618320610687,2689.0,0.16421374045801526,0.07205802318728635,0.046284742663631494,0.07127241279964619,0.04559515171516667,0.062372563762475165,0.12806452915025257,-28.147194121676833,0.34307581890232225,0.028799503011507802,0.9204370651872541,0.6857332440920203,0.046171927468099394,0.1727022900763359,24.25975029339587,0.22781065088757396,0.0025211193654411097,0.004963515845465322,190.89184013845585,132.82555176965343,116.28585315084993,108.67942325654822,190.89184013845585,125.04646939046975,C:\BPA\data\Gunshot\GS - 124.jpg,gunshot
706063.0,0.01508681623931624,151.60504150390625,51.20051193237305,17.0,247.0,152.0,81.0,221.0,0.33772301426618984,0.9543633327968092,0.30510450200619493,0.30452240097555033,16225.0,43.51697996918336,14.0,285.23147181893336,32167.0,346.68803418803424,0.04555825754925552,0.06326630909706357,0.35075500770416024,0.2552850539291217,2776.0,0.1710939907550077,0.07206176181654841,0.0463648151959842,0.07138291414604366,0.04584008266087558,0.06235121673822277,0.1279698798239323,-27.689415058168546,0.3426776364148808,0.02875066651586654,0.9170958712626174,0.6880554470541648,0.04410472676155333,0.17066255778120185,24.81511560270956,0.2094662638469285,0.0025338820390650345,0.0049101229236017865,192.94282238270523,136.59566780867996,120.45010572710933,104.87042799296947,192.94282238270523,127.376901211365,C:\BPA\data\Gunshot\GS - 125.jpg,gunshot
723519.0,0.015459807692307693,172.51434326171875,57.97574234008789,14.0,247.0,199.0,80.0,227.0,0.33606331455043426,0.9185051899901113,0.3012553920491376,0.3070769392372557,81718.0,8.84738980395996,5.0,27.330374310877122,4591.0,1746.1111111111113,0.006350009889473036,0.010626688299024469,0.6912920042095989,0.308402065640373,65037.0,0.7958711666952202,0.21594974805950395,0.12718797806008236,0.21778397236923874,0.11873301376497562,0.19015360180572155,0.4025674814194457,-8.572111621897019,0.6648740392443045,0.25597542673364554,1.0,0.673047467957368,0.0,0.13157443892410484,19.544069505851038,0.12056091514590364,0.005383172371088004,0.0030162264871878134,207.09910866197018,157.1960128206723,160.66714073852933,77.25705060959007,207.09910866197018,135.69971832114982,C:\BPA\data\Gunshot\GS - 126.jpg,gunshot
683497.0,0.014604636752136753,148.2617645263672,50.799137115478516,16.0,247.0,147.0,79.0,219.0,0.3426314055759999,0.954657393877934,0.3001929781696189,0.3020876463247095,16179.0,42.2459360899932,14.0,249.79862863649856,26707.0,345.70512820512823,0.03907405592124033,0.05970326131643592,0.35700599542616973,0.2509425798875085,2753.0,0.17015884788923913,0.07206415079474975,0.046358984562146974,0.0712937789481573,0.04571400208233905,0.06238565692305143,0.12807585189276952,-28.47536442279994,0.3433797075919865,0.02883888241312988,0.9213012475898382,0.6866871473947401,0.04518698060941828,0.1715804437851536,24.540575073719282,0.2182890855457227,0.0026281232239424002,0.006084698714092671,190.85454654519333,132.78006926145983,116.24803181286823,108.69656194540723,190.85454654519333,124.94340428707075,C:\BPA\data\Gunshot\GS - 127.jpg,gunshot
66787.0,0.0013805812799735405,165.17164611816406,52.292938232421875,30.0,247.0,174.0,86.0,229.0,0.31659754652087124,0.9450786082783447,0.30164552981867726,0.30097174599847276,3734.0,17.886181039100162,10.0,25.647118209529246,395.0,77.18703489333554,0.005914324644017548,0.015886325183044604,0.26941617568291376,0.2611140867702196,956.0,0.2560257096946974,0.08612586091810334,0.05542109448652229,0.0848501394978416,0.05426535722928788,0.07298366748614746,0.15546626311167888,-22.297129243723838,0.4233758066689625,0.04062635743325483,1.0,0.749254941721575,0.0,0.0597214783074451,23.479311192454958,0.3047337278106509,0.0025577164775641174,0.003810115383135242,200.9199544821597,151.3712548849327,142.45814305179152,82.71070717355174,200.9199544821597,134.492296404989,C:\BPA\data\Gunshot\GS - 128.jpg,gunshot
67150.0,0.0013880850008268562,165.2937469482422,52.277015686035156,31.0,247.0,174.0,86.0,229.0,0.31626735030779546,0.9450613910069158,0.3013998510796724,0.3024422933730454,3730.0,18.00268096514745,10.0,25.78634618647797,402.0,77.1043492640979,0.005986597170513775,0.01600893521965748,0.26273458445040215,0.25067024128686327,908.0,0.24343163538873994,0.0865629825475445,0.05636041296324861,0.08527962051919877,0.05518159899755086,0.0733090698114206,0.1564347781171031,-21.66143147212058,0.4273864482501861,0.041306247652716774,1.0,0.7454642597361733,0.0,0.0707774798927614,24.136616252674852,0.311614730878187,0.0025600745580461113,0.0037627896783366207,200.9930156366344,151.5139985107967,142.6057185405808,82.57002233804914,200.9930156366344,134.45020848845868,C:\BPA\data\Gunshot\GS - 129.jpg,gunshot
67202.0,0.0013891599140069455,165.48959350585938,52.30321502685547,31.0,247.0,174.0,86.0,230.0,0.3160513818589579,0.9450288465927171,0.3010327073599,0.30192553793041876,3785.0,17.754821664464995,10.0,25.712178233522923,395.0,78.24127666611544,0.005877801255915003,0.015922145174250765,0.2726552179656539,0.2533685601056803,932.0,0.2462351387054161,0.08620548784481884,0.055229814444137604,0.08495576991454586,0.053996945476381626,0.07325902102490792,0.15526660883679994,-22.31971677752153,0.4255974524567721,0.0409960748257918,1.0,0.7426411547045491,0.0,0.06446499339498019,23.742079885574412,0.30659025787965616,0.002512548395719748,0.003764325222961272,201.1378828011071,151.72728490223506,142.85494479330973,82.38616410225886,201.1378828011071,134.57007975953096,C:\BPA\data\Gunshot\GS - 130.jpg,gunshot
66029.0,0.0013649123532330082,161.69911193847656,50.1917839050293,38.0,246.0,166.0,89.0,226.0,0.3104023453989282,0.9418921110306794,0.3011404080025443,0.301049538838995,3833.0,17.226454474302113,10.0,24.60385558731851,384.0,79.23350421696709,0.00581562646715837,0.015841524178769936,0.27471954082963734,0.26115314375163057,865.0,0.22567179754761282,0.08642621333184887,0.05635014189446731,0.08515747169115678,0.055171969182601505,0.07311266321169783,0.15559514503927702,-21.527139296036086,0.42375319935179995,0.04072006144756235,1.0,0.7429070917400341,0.0,0.06835376989303418,23.5153027212724,0.30659025787965616,0.0025544803231740583,0.0038380976193646567,195.81147677535628,148.4786533189962,140.31078768419937,80.17210619576247,195.81147677535628,128.97782792409396,C:\BPA\data\Gunshot\GS - 131.jpg,gunshot
