iter	Passed	Remaining
1661	96065	19536
1662	96121	19478
1663	96178	19420
1664	96239	19363
1665	96294	19305
1666	96350	19247
1667	96405	19188
1668	96461	19130
1669	96528	19074
1670	96590	19017
1671	96645	18959
1672	96699	18900
1673	96756	18842
1674	96814	18784
1675	96873	18727
1676	96936	18670
1677	96991	18612
1678	97047	18554
1679	97101	18495
1680	97158	18437
1681	97213	18379
1682	97269	18321
1683	97325	18262
1684	97380	18204
1685	97438	18146
1686	97494	18088
1687	97549	18030
1688	97605	17972
1689	97662	17914
1690	97727	17857
1691	97790	17801
1692	97845	17742
1693	97903	17685
1694	97957	17626
1695	98013	17568
1696	98068	17510
1697	98134	17453
1698	98192	17396
1699	98264	17340
1700	98324	17283
1701	98378	17224
1702	98442	17168
1703	98511	17112
1704	98576	17055
1705	98631	16997
1706	98699	16941
1707	98757	16883
1708	98812	16825
1709	98868	16767
1710	98926	16709
1711	98982	16651
1712	99037	16593
1713	99092	16534
1714	99150	16476
1715	99211	16419
1716	99270	16361
1717	99325	16303
1718	99381	16245
1719	99437	16187
1720	99493	16129
1721	99547	16071
1722	99606	16013
1723	99661	15955
1724	99716	15896
1725	99772	15838
1726	99828	15780
1727	99891	15723
1728	99948	15665
1729	100003	15607
1730	100059	15549
1731	100115	15491
1732	100174	15433
1733	100229	15375
1734	100287	15317
1735	100344	15259
1736	100400	15201
1737	100471	15145
1738	100527	15087
1739	100583	15029
1740	100640	14971
1741	100702	14914
1742	100758	14856
1743	100827	14800
1744	100883	14742
1745	100940	14684
1746	100997	14626
1747	101052	14568
1748	101107	14509
1749	101163	14451
1750	101219	14393
1751	101274	14335
1752	101329	14277
1753	101384	14219
1754	101439	14161
1755	101496	14103
1756	101552	14045
1757	101608	13987
1758	101663	13928
1759	101723	13871
1760	101781	13813
1761	101836	13755
1762	101893	13697
1763	101951	13639
1764	102005	13581
1765	102061	13523
1766	102130	13467
1767	102185	13408
1768	102245	13351
1769	102302	13293
1770	102361	13235
1771	102423	13178
1772	102479	13120
1773	102536	13062
1774	102592	13004
1775	102649	12946
1776	102704	12888
1777	102760	12830
1778	102815	12772
1779	102872	12714
1780	102929	12656
1781	102983	12598
1782	103039	12540
1783	103094	12482
1784	103149	12424
1785	103206	12366
1786	103264	12308
1787	103320	12250
1788	103374	12192
1789	103443	12135
1790	103499	12077
1791	103557	12020
1792	103612	11961
1793	103668	11903
1794	103723	11845
1795	103779	11787
1796	103834	11729
1797	103890	11671
1798	103946	11613
1799	104006	11556
1800	104062	11498
1801	104118	11440
1802	104173	11382
1803	104228	11324
1804	104284	11266
1805	104351	11209
1806	104406	11151
1807	104460	11093
1808	104514	11034
1809	104569	10976
1810	104626	10919
1811	104683	10861
1812	104740	10803
1813	104796	10745
1814	104851	10687
1815	104907	10629
1816	104961	10571
1817	105018	10513
1818	105074	10455
1819	105128	10397
1820	105184	10339
1821	105239	10281
1822	105299	10223
1823	105358	10166
1824	105412	10108
1825	105473	10050
1826	105544	9994
1827	105599	9936
1828	105656	9878
1829	105712	9820
1830	105769	9762
1831	105826	9704
1832	105888	9647
1833	105943	9589
1834	105999	9531
1835	106056	9473
1836	106113	9415
1837	106171	9357
1838	106225	9299
1839	106292	9242
1840	106348	9184
1841	106404	9126
1842	106466	9069
1843	106522	9011
1844	106577	8953
1845	106634	8895
1846	106690	8837
1847	106747	8780
1848	106806	8722
1849	106862	8664
1850	106917	8606
1851	106972	8548
1852	107029	8490
1853	107084	8432
1854	107140	8374
1855	107197	8317
1856	107252	8259
1857	107311	8201
1858	107366	8143
1859	107421	8085
1860	107477	8027
1861	107532	7969
1862	107590	7911
1863	107646	7854
1864	107702	7796
1865	107760	7738
1866	107816	7680
1867	107871	7622
1868	107926	7564
1869	107982	7506
1870	108039	7449
1871	108094	7391
1872	108150	7333
1873	108208	7275
1874	108263	7217
1875	108319	7159
1876	108374	7101
1877	108429	7043
1878	108485	6986
1879	108544	6928
1880	108600	6870
1881	108655	6812
1882	108713	6754
1883	108769	6697
1884	108826	6639
1885	108884	6581
1886	108940	6523
1887	108997	6465
1888	109053	6408
1889	109108	6350
1890	109165	6292
1891	109223	6234
1892	109277	6176
1893	109332	6118
1894	109388	6061
1895	109444	6003
1896	109499	5945
1897	109553	5887
1898	109607	5829
1899	109662	5771
1900	109719	5713
1901	109776	5656
1902	109831	5598
1903	109887	5540
1904	109942	5482
1905	109999	5424
1906	110061	5367
1907	110119	5309
1908	110183	5252
1909	110238	5194
1910	110295	5136
1911	110351	5078
1912	110406	5021
1913	110462	4963
1914	110518	4905
1915	110576	4847
1916	110633	4790
1917	110689	4732
1918	110744	4674
1919	110802	4616
1920	110860	4559
1921	110916	4501
1922	110973	4443
1923	111029	4385
1924	111085	4328
1925	111141	4270
1926	111197	4212
1927	111253	4154
1928	111308	4096
1929	111362	4039
1930	111420	3981
1931	111478	3923
1932	111534	3865
1933	111589	3808
1934	111645	3750
1935	111702	3692
1936	111760	3634
1937	111815	3577
1938	111871	3519
1939	111926	3461
1940	111982	3403
1941	112049	3346
1942	112105	3288
1943	112160	3230
1944	112214	3173
1945	112270	3115
1946	112327	3057
1947	112384	2999
1948	112440	2942
1949	112496	2884
1950	112556	2826
1951	112611	2769
1952	112666	2711
1953	112721	2653
1954	112776	2595
1955	112836	2538
1956	112891	2480
1957	112947	2422
1958	113002	2365
1959	113071	2307
1960	113127	2249
1961	113183	2192
1962	113239	2134
1963	113293	2076
1964	113350	2018
1965	113405	1961
1966	113475	1903
1967	113530	1846
1968	113586	1788
1969	113643	1730
1970	113699	1672
1971	113759	1615
1972	113815	1557
1973	113870	1499
1974	113926	1442
1975	113982	1384
1976	114037	1326
1977	114092	1268
1978	114149	1211
1979	114205	1153
1980	114260	1095
1981	114327	1038
1982	114384	980
1983	114441	922
1984	114499	865
1985	114557	807
1986	114615	749
1987	114671	692
1988	114728	634
1989	114785	576
1990	114843	519
1991	114900	461
1992	114957	403
1993	115015	346
1994	115074	288
1995	115133	230
1996	115191	173
1997	115249	115
1998	115307	57
1999	115366	0
