iter	Logloss
1525	0.008759267171
1530	0.008751344681
1535	0.008731266022
1540	0.008726490657
1545	0.008706240336
1550	0.008692845662
1555	0.008678231557
1560	0.008664118449
1565	0.008653175354
1570	0.008650197347
1575	0.008641139984
1580	0.00863199234
1585	0.008612297694
1590	0.00860358429
1595	0.008602310181
1600	0.008595645905
1605	0.008589371999
1610	0.00858179601
1615	0.008574890137
1620	0.008565511068
1625	0.008561621984
1630	0.008555432002
1635	0.00854935201
1640	0.008544240316
1645	0.008539687475
1650	0.008528343836
1655	0.008521498362
1660	0.008515453339
1665	0.008506528219
1670	0.008497957865
1675	0.008494980494
1680	0.008491661072
1685	0.008482397715
1690	0.0084768308
1695	0.008465258916
1700	0.008450027466
1705	0.008439337413
1710	0.008436532338
1715	0.008426292419
1720	0.008421457926
1725	0.008413169225
1730	0.008402793884
1735	0.008397710164
1740	0.008389806112
1745	0.008376171112
1750	0.008369407018
1755	0.008358252843
1760	0.008355037053
1765	0.008341176351
1770	0.008338224411
1775	0.008327858607
1780	0.008321141561
1785	0.008313592275
1790	0.008294614792
1795	0.00827338028
1800	0.008268737793
1805	0.00826366806
1810	0.008261322021
1815	0.008257202148
1820	0.008250540415
1825	0.00823896726
1830	0.00822975413
1835	0.008218682607
1840	0.008215286255
1845	0.008209818522
1850	0.008204559962
1855	0.008188435872
1860	0.008183924357
1865	0.008174563726
1870	0.008162694295
1875	0.008156963984
1880	0.008131141663
1885	0.00812705485
1890	0.008116738637
1895	0.008113719304
1900	0.008109670003
1905	0.008101222356
1910	0.008087204615
1915	0.008077571869
1920	0.008069447835
1925	0.008063020706
1930	0.008055558523
1935	0.00803935496
1940	0.008035376231
1945	0.008026095072
1950	0.008014573415
1955	0.008012699763
1960	0.008006120046
1965	0.007993999481
1970	0.00798841095
1975	0.007981059392
1980	0.007976387024
1985	0.007971601486
1990	0.00796797816
1995	0.007955408732
1999	0.00794878006
