iter	Logloss
0	0.6666054688
5	0.5339718018
10	0.4385570882
15	0.3646160889
20	0.3121561686
25	0.2727498779
30	0.2394532878
35	0.2127221476
40	0.1901749674
45	0.1731172282
50	0.15853538
55	0.1453544617
60	0.1333117065
65	0.1226124268
70	0.1142670288
75	0.1074334513
80	0.101363444
85	0.0964353536
90	0.09158062744
95	0.08679814657
100	0.08234379578
105	0.07856761678
110	0.07522363281
115	0.07219178772
120	0.06863884481
125	0.06589690145
130	0.06316552734
135	0.05988694255
140	0.05770123291
145	0.05603798421
150	0.05382619222
155	0.05202520752
160	0.04995753479
165	0.04855262248
170	0.04665920512
175	0.0452861735
180	0.04389207967
185	0.04266465251
190	0.04152133179
195	0.04032933044
200	0.03942469025
205	0.0384581782
210	0.03783163198
215	0.03686310069
220	0.03596513875
225	0.03535357666
230	0.03458052572
235	0.03400411224
240	0.03323452759
245	0.03234835307
250	0.03158602651
255	0.03101953125
260	0.03053374227
265	0.02984328206
270	0.02930443064
275	0.02884057109
280	0.0283793691
285	0.02796407572
290	0.02745398204
295	0.02700832621
300	0.02642951965
305	0.0260761261
310	0.0257373937
315	0.02521638234
320	0.02491433716
325	0.02463261668
330	0.02418019104
335	0.02371680705
340	0.02334919739
345	0.02310663859
350	0.02275757853
355	0.02239601644
360	0.02214142609
365	0.02191614278
370	0.02156381226
375	0.02133233007
380	0.02107224019
385	0.02085300318
390	0.02056677628
395	0.02025598399
400	0.02001489385
405	0.01984923172
410	0.01958977636
415	0.01941581726
420	0.0192163353
425	0.01905419668
430	0.01886246999
435	0.01855226262
440	0.01838767751
445	0.01822621409
450	0.018003877
455	0.01787648773
460	0.01779403432
465	0.01762193553
470	0.01746539179
475	0.01726749166
480	0.01709864299
485	0.01690293757
490	0.01675343704
495	0.01661582184
500	0.01642101924
505	0.01626808548
510	0.01617048645
515	0.01604583995
520	0.01592433675
525	0.0157640063
530	0.01561512629
535	0.01546560415
540	0.01536943181
545	0.0152719663
550	0.01513231405
555	0.01504354095
560	0.01492960103
565	0.01481778336
570	0.0147162056
575	0.01466394297
580	0.01459928131
585	0.01447134908
590	0.01437969971
595	0.01429259364
600	0.01422949982
605	0.01416306305
610	0.01409715144
615	0.01403574371
620	0.01391680781
625	0.01385257085
630	0.0137706604
635	0.01366999054
640	0.01359769948
645	0.01349311574
650	0.0134106547
655	0.0133243103
660	0.01325927353
665	0.01320659002
670	0.01312100728
675	0.01306450399
680	0.0129979833
685	0.01296599706
690	0.01290740204
695	0.0128285319
700	0.01275845083
705	0.01269705963
710	0.01264461136
715	0.0125914561
720	0.01253303528
725	0.01245008087
730	0.01240354411
735	0.01233924357
740	0.01227934774
745	0.01224239095
750	0.0121719958
755	0.01212114207
760	0.01205919011
765	0.01201629512
770	0.01197693125
775	0.01190956624
780	0.01186430105
785	0.011803243
790	0.0117539978
795	0.01170623779
800	0.01165845362
805	0.01160269165
810	0.0115729688
815	0.01152971268
820	0.01147705078
825	0.01142823537
830	0.01138716634
835	0.01133135859
840	0.01129282125
845	0.01124956258
850	0.01122251383
855	0.01119929377
860	0.01115892792
865	0.01111031977
870	0.0110634435
875	0.01103148142
880	0.01099876912
885	0.01097145716
890	0.01093093618
895	0.01088072968
900	0.01085039012
905	0.01083413188
910	0.01079990896
915	0.01078190613
920	0.01076517232
925	0.01073600515
930	0.01070532227
935	0.01068858592
940	0.01067151896
945	0.01065503693
950	0.010638937
955	0.0106061058
960	0.01058497492
965	0.01055700366
970	0.01050403468
975	0.01049230766
980	0.01046085103
985	0.01044488589
990	0.01042221196
995	0.01039861552
1000	0.01038837179
1005	0.01035796483
1010	0.01034157308
1015	0.01031492106
1020	0.01029082362
1025	0.01027309672
1030	0.01024319585
1035	0.01022556178
1040	0.01021511332
1045	0.01019842275
1050	0.01018934123
1055	0.01015758324
1060	0.01013021596
1065	0.01011853981
1070	0.01009539223
1075	0.01008240763
1080	0.01005959574
1085	0.0100518163
1090	0.0100384922
1095	0.01002401543
1100	0.009992764791
1105	0.00998159345
1110	0.009955310822
1115	0.009948668798
1120	0.009929794312
1125	0.009919407527
1130	0.009897865931
1135	0.009887578328
1140	0.009869017283
1145	0.009849651337
1150	0.009824051539
1155	0.009785648982
1160	0.009749759674
1165	0.009721464157
1170	0.009693730672
1175	0.00968363444
1180	0.009665697734
1185	0.009648185094
1190	0.009638614655
1195	0.00962419192
1200	0.009613958995
1205	0.00960816892
1210	0.009592500687
1215	0.009581722895
1220	0.009558884939
1225	0.009527692159
1230	0.009507201513
1235	0.009484561284
1240	0.009476809184
1245	0.009470650991
1250	0.009460420609
1255	0.009453502655
1260	0.009433912277
1265	0.009422031403
1270	0.009412281036
1275	0.009400091807
1280	0.009381134033
1285	0.009354829152
1290	0.009346703847
1295	0.009336435954
1300	0.009326267878
1305	0.009309864044
1310	0.00929096667
1315	0.009277935028
1320	0.009268411636
1325	0.009254652659
1330	0.009244114558
1335	0.009229613622
1340	0.009214619954
1345	0.009197331746
1350	0.009183554331
1355	0.00917613856
1360	0.009157339732
1365	0.009150529861
1370	0.009144119263
1375	0.009122382482
1380	0.009110450745
1385	0.009101052602
1390	0.009072629929
1395	0.009060581207
1400	0.009053854624
1405	0.009038853963
1410	0.009019703547
1415	0.009011492411
1420	0.008986530304
1425	0.008982313156
1430	0.008973380407
1435	0.008942253113
1440	0.008927760442
1445	0.008916233063
1450	0.008909528097
1455	0.008892323176
1460	0.008881767273
1465	0.008874972026
1470	0.008866494497
1475	0.008853116353
1480	0.008846878052
1485	0.008839495341
1490	0.00883233579
1495	0.008819974264
1500	0.008809648514
1505	0.008806716919
1510	0.008791219076
1515	0.008786514282
1520	0.008772867203
